Title: MORB_Gale2013-4

Phase Volumes:
Pressure Temperature mass V liquid_0 olivine_0 clinopyroxene_0 clinopyroxene_1 clinopyroxene_2 feldspar_0 spinel_0 rhm-oxide_0 whitlockite 
5000.00 1378.15 100.134125 33.293645 0.000000 0.316104 9.477119 5.984753 0.000000 16.966247 0.303688 0.126079 0.119655 
5000.00 1373.15 100.133438 33.283788 0.000000 0.319868 9.457883 6.024583 0.000000 16.942049 0.293865 0.125886 0.119655 
5000.00 1368.15 100.132721 33.273803 0.000000 0.323757 9.439216 6.064766 0.000000 16.917169 0.283778 0.125461 0.119655 
5000.00 1363.15 100.131971 33.263676 0.000000 0.327781 9.421026 6.105501 0.000000 16.891537 0.273404 0.124773 0.119655 
5000.00 1358.15 100.131186 33.253390 0.000000 0.331946 9.403216 6.147009 0.000000 16.865066 0.262714 0.123785 0.119655 
5000.00 1353.15 100.130362 33.242927 0.000000 0.336260 9.385681 6.189553 0.000000 16.837654 0.251672 0.122452 0.119655 
5000.00 1348.15 100.129495 33.232260 0.000000 0.340736 9.368304 6.233439 0.000000 16.809171 0.240235 0.120720 0.119655 
5000.00 1343.15 100.128580 33.221359 0.000000 0.345384 9.350950 6.279045 0.000000 16.779455 0.228347 0.118522 0.119655 
5000.00 1338.15 100.126603 33.203846 0.000000 0.352427 9.131815 6.375170 0.200315 16.714845 0.204415 0.105204 0.119655 
5000.00 1333.15 100.123283 33.178322 0.000000 0.362314 8.674692 6.530285 0.638764 16.608040 0.166312 0.078261 0.119655 
5000.00 1328.15 100.119840 33.152625 0.000000 0.372310 8.231092 6.683774 1.066206 16.500446 0.128453 0.050691 0.119655 
5000.00 1323.15 100.116272 33.126757 0.000000 0.382414 7.800237 6.835643 1.483388 16.392081 0.090850 0.022490 0.119655 
5000.00 1318.15 100.113044 33.103155 0.000000 0.392583 7.449274 6.960020 1.829705 16.295415 0.056504 0.000000 0.119655 
5000.00 1313.15 100.111378 33.088399 0.000000 0.402895 7.352599 6.988880 1.946683 16.244167 0.033521 0.000000 0.119655 
5000.00 1308.15 100.109622 33.073937 0.000000 0.413636 7.266103 7.014312 2.054109 16.194677 0.011445 0.000000 0.119655 
5000.00 1303.15 100.108090 33.062796 0.000000 0.421003 7.217958 7.020389 2.119752 16.164038 0.000000 0.000000 0.119655 
5000.00 1298.15 100.106897 33.055281 0.000000 0.424102 7.206413 7.007320 2.144178 16.153613 0.000000 0.000000 0.119655 
5000.00 1293.15 100.105705 33.047774 0.000000 0.427199 7.196026 6.994492 2.167192 16.143210 0.000000 0.000000 0.119655 
5000.00 1288.15 100.104515 33.040277 0.000000 0.430293 7.186686 6.981902 2.188911 16.132830 0.000000 0.000000 0.119655 
5000.00 1283.15 100.103327 33.032789 0.000000 0.433383 7.178296 6.969550 2.209435 16.122471 0.000000 0.000000 0.119655 
5000.00 1278.15 100.102141 33.025309 0.000000 0.436466 7.170770 6.957432 2.228856 16.112130 0.000000 0.000000 0.119655 
5000.00 1273.15 100.100957 33.017839 0.000000 0.439541 7.164032 6.945547 2.247256 16.101807 0.000000 0.000000 0.119655 
5000.00 1268.15 100.099776 33.010376 0.000000 0.442606 7.158013 6.933895 2.264707 16.091500 0.000000 0.000000 0.119655 
5000.00 1263.15 100.098597 33.002921 0.000000 0.445660 7.152653 6.922473 2.281275 16.081206 0.000000 0.000000 0.119655 
5000.00 1258.15 100.097422 32.995474 0.000000 0.448699 7.147898 6.911280 2.297019 16.070924 0.000000 0.000000 0.119655 
5000.00 1253.15 100.096249 32.988035 0.000000 0.451723 7.143698 6.900315 2.311994 16.060651 0.000000 0.000000 0.119655 
5000.00 1248.15 100.095080 32.980603 0.000000 0.454728 7.140009 6.889577 2.326248 16.050386 0.000000 0.000000 0.119655 
5000.00 1243.15 100.093914 32.973177 0.000000 0.457714 7.136794 6.879064 2.339826 16.040125 0.000000 0.000000 0.119655 
5000.00 1238.15 100.092752 32.965758 0.000000 0.460678 7.134014 6.868777 2.352768 16.029867 0.000000 0.000000 0.119655 
5000.00 1233.15 100.091594 32.958345 0.000000 0.463618 7.131640 6.858713 2.365111 16.019608 0.000000 0.000000 0.119655 
5000.00 1228.15 100.090439 32.950937 0.000000 0.466531 7.129642 6.848872 2.376890 16.009346 0.000000 0.000000 0.119655 
5000.00 1223.15 100.089289 32.943535 0.000000 0.469416 7.127994 6.839254 2.388137 15.999079 0.000000 0.000000 0.119655 
5000.00 1218.15 100.088143 32.936137 0.000000 0.472270 7.126672 6.829858 2.398879 15.988803 0.000000 0.000000 0.119655 
5000.00 1213.15 100.087306 32.940355 0.138150 0.465430 7.130583 6.825616 2.407239 15.973337 0.000000 0.000000 0.000000 
5000.00 1208.15 100.086159 32.932973 0.138054 0.468383 7.129657 6.816549 2.417177 15.963153 0.000000 0.000000 0.000000 
5000.00 1203.15 100.085017 32.925593 0.137960 0.471295 7.129010 6.807704 2.426676 15.952948 0.000000 0.000000 0.000000 
5000.00 1198.15 100.083880 32.918216 0.137869 0.474162 7.128624 6.799082 2.435759 15.942720 0.000000 0.000000 0.000000 
5000.00 1193.15 100.082748 32.910841 0.137781 0.476983 7.128485 6.790682 2.444446 15.932463 0.000000 0.000000 0.000000 
5000.00 1188.15 100.081622 32.903467 0.137695 0.479755 7.128579 6.782505 2.452756 15.922176 0.000000 0.000000 0.000000 
5000.00 1183.15 100.080502 32.896094 0.137612 0.482476 7.128894 6.774551 2.460707 15.911855 0.000000 0.000000 0.000000 
5000.00 1178.15 100.079387 32.888721 0.137531 0.485143 7.129419 6.766819 2.468314 15.901494 0.000000 0.000000 0.000000 
5000.00 1173.15 100.078279 32.881347 0.137452 0.487754 7.130144 6.759310 2.475594 15.891092 0.000000 0.000000 0.000000 
5000.00 1168.15 100.077176 32.873972 0.137375 0.490307 7.131061 6.752025 2.482561 15.880643 0.000000 0.000000 0.000000 
5000.00 1163.15 100.076080 32.866595 0.137301 0.492799 7.132160 6.744963 2.489228 15.870144 0.000000 0.000000 0.000000 
5000.00 1158.15 100.074990 32.859216 0.137228 0.495227 7.133436 6.738126 2.495608 15.859591 0.000000 0.000000 0.000000 
5000.00 1153.15 100.073906 32.851833 0.137158 0.497589 7.134881 6.731514 2.501713 15.848979 0.000000 0.000000 0.000000 
5000.00 1148.15 100.072829 32.844445 0.137089 0.499882 7.136489 6.725127 2.507554 15.838304 0.000000 0.000000 0.000000 
5000.00 1143.15 100.071759 32.837052 0.137023 0.502104 7.138257 6.718966 2.513142 15.827561 0.000000 0.000000 0.000000 
5000.00 1138.15 100.070695 32.829653 0.136958 0.504252 7.140178 6.713032 2.518486 15.816746 0.000000 0.000000 0.000000 
5000.00 1133.15 100.069638 32.822248 0.136895 0.506324 7.142250 6.707326 2.523597 15.805855 0.000000 0.000000 0.000000 
5000.00 1128.15 100.068589 32.814834 0.136834 0.508317 7.144470 6.701848 2.528484 15.794882 0.000000 0.000000 0.000000 
5000.00 1123.15 100.067546 32.807412 0.136774 0.510228 7.146833 6.696600 2.533154 15.783823 0.000000 0.000000 0.000000 
5000.00 1118.15 100.066510 32.799980 0.136716 0.512055 7.149338 6.691582 2.537615 15.772673 0.000000 0.000000 0.000000 
5000.00 1113.15 100.065482 32.792537 0.136660 0.513795 7.151982 6.686796 2.541877 15.761428 0.000000 0.000000 0.000000 
5000.00 1108.15 100.064461 32.785083 0.136605 0.515446 7.154764 6.682242 2.545945 15.750081 0.000000 0.000000 0.000000 
5000.00 1103.15 100.063447 32.777615 0.136552 0.517005 7.157683 6.677921 2.549826 15.738629 0.000000 0.000000 0.000000 
5000.00 1098.15 100.062441 32.770134 0.136500 0.518469 7.160737 6.673835 2.553528 15.727065 0.000000 0.000000 0.000000 
5000.00 1093.15 100.061442 32.762638 0.136450 0.519836 7.163925 6.669985 2.557056 15.715386 0.000000 0.000000 0.000000 
5000.00 1088.15 100.060451 32.755126 0.136401 0.521103 7.167248 6.666371 2.560417 15.703586 0.000000 0.000000 0.000000 
5000.00 1083.15 100.059468 32.747596 0.136354 0.522268 7.170704 6.662995 2.563616 15.691659 0.000000 0.000000 0.000000 
5000.00 1078.15 100.058492 32.740048 0.136308 0.523329 7.174294 6.659857 2.566658 15.679601 0.000000 0.000000 0.000000 
5000.00 1073.15 100.057524 32.732480 0.136263 0.524282 7.178018 6.656960 2.569550 15.667406 0.000000 0.000000 0.000000 
5000.00 1068.15 100.056564 32.724891 0.136220 0.525127 7.181876 6.654303 2.572295 15.655070 0.000000 0.000000 0.000000 
5000.00 1063.15 100.055612 32.717279 0.136178 0.525860 7.185867 6.651888 2.574899 15.642586 0.000000 0.000000 0.000000 
5000.00 1058.15 100.054667 32.709643 0.136138 0.526479 7.189994 6.649715 2.577367 15.629951 0.000000 0.000000 0.000000 
5000.00 1053.15 100.053731 32.701982 0.136098 0.526982 7.194255 6.647786 2.579702 15.617159 0.000000 0.000000 0.000000 
5000.00 1048.15 100.052802 32.694293 0.136060 0.527368 7.198652 6.646100 2.581909 15.604205 0.000000 0.000000 0.000000 
5000.00 1043.15 100.051882 32.686576 0.136023 0.527634 7.203184 6.644658 2.583992 15.591085 0.000000 0.000000 0.000000 
5000.00 1038.15 100.050969 32.678828 0.135987 0.527779 7.207853 6.643461 2.585955 15.577793 0.000000 0.000000 0.000000 
5000.00 1033.15 100.050065 32.671047 0.135953 0.527801 7.212659 6.642509 2.587801 15.564325 0.000000 0.000000 0.000000 
