Title: MORB_Gale2013-3

Phase Masses:
Pressure Temperature mass liquid_0 olivine_0 clinopyroxene_0 clinopyroxene_1 clinopyroxene_2 feldspar_0 whitlockite 
5000.00 1573.15 100.142208 100.142208 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1568.15 100.142359 100.142359 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1563.15 100.142514 100.142514 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1558.15 100.142675 100.142675 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1553.15 100.142842 100.142842 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1548.15 100.143014 100.143014 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1543.15 100.143192 100.143192 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1538.15 100.143376 100.143376 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1533.15 100.143565 100.143565 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1528.15 100.143751 98.380985 0.000000 1.762766 0.000000 0.000000 0.000000 0.000000 
5000.00 1523.15 100.144104 95.365552 0.000000 4.778553 0.000000 0.000000 0.000000 0.000000 
5000.00 1518.15 100.143928 88.806262 0.000000 8.522376 0.000000 0.000000 2.815290 0.000000 
5000.00 1513.15 100.143121 80.705234 0.000000 12.413947 0.000000 0.000000 7.023940 0.000000 
5000.00 1508.15 100.142097 72.995407 0.000000 15.975423 0.000000 0.000000 11.171267 0.000000 
5000.00 1503.15 100.141110 65.786499 0.000000 17.417238 1.760775 0.000000 15.176597 0.000000 
5000.00 1498.15 100.140358 59.386346 0.000000 17.982235 4.011897 0.000000 18.759880 0.000000 
5000.00 1493.15 100.139842 53.726502 0.000000 18.510084 5.976249 0.000000 21.927006 0.000000 
5000.00 1488.15 100.139558 48.675575 0.000000 19.016532 7.701805 0.000000 24.745646 0.000000 
5000.00 1483.15 100.139507 44.133219 0.000000 19.510178 9.228893 0.000000 27.267218 0.000000 
5000.00 1478.15 100.139697 40.021669 0.000000 19.995353 10.591623 0.000000 29.531051 0.000000 
5000.00 1473.15 100.140136 36.279153 0.000000 20.473969 11.819314 0.000000 31.567700 0.000000 
5000.00 1468.15 100.140843 32.859519 0.000000 20.947060 12.936485 0.000000 33.397778 0.000000 
5000.00 1463.15 100.141842 29.728962 0.000000 21.415339 13.964584 0.000000 35.032957 0.000000 
5000.00 1458.15 100.143171 26.863784 0.000000 21.879417 14.923691 0.000000 36.476278 0.000000 
5000.00 1453.15 100.144875 24.247525 0.000000 22.339555 15.834242 0.000000 37.723553 0.000000 
5000.00 1448.15 100.147003 21.865631 0.000000 22.794929 16.717920 0.000000 38.768523 0.000000 
5000.00 1443.15 100.149583 19.699527 0.000000 23.242982 17.595592 0.000000 39.611482 0.000000 
5000.00 1438.15 100.152603 17.726266 0.000000 23.679731 18.481177 0.000000 40.265430 0.000000 
5000.00 1433.15 100.156048 15.849075 0.000000 24.117095 19.424364 0.000000 40.744511 0.021003 
5000.00 1428.15 100.159835 14.069485 0.000000 24.548654 20.408169 0.000000 41.074577 0.058950 
5000.00 1423.15 100.162323 11.905718 0.480634 25.039131 20.951953 0.000000 41.679574 0.105312 
5000.00 1418.15 100.162576 8.928640 1.662449 24.254424 20.994174 1.491944 42.660736 0.170210 
5000.00 1413.15 100.162843 5.947282 2.920297 22.658140 21.006469 3.910827 43.484738 0.235090 
5000.00 1408.15 100.163508 3.081332 4.256176 21.332353 20.908135 6.112211 44.178434 0.294867 
5000.00 1403.15 100.164349 0.415009 5.691057 20.445291 20.558465 7.921610 44.786816 0.346101 
