Title: MORB_Gale2013-0

Phase Volumes:
Pressure Temperature mass V liquid_0 olivine_0 clinopyroxene_0 clinopyroxene_1 clinopyroxene_2 feldspar_0 rhm-oxide_0 whitlockite 
5000.00 1573.15 100.142974 36.547055 36.547055 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1568.15 100.143125 36.534687 36.534687 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1563.15 100.143281 36.522323 36.522323 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1558.15 100.143443 36.509962 36.509962 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1553.15 100.143610 36.497606 36.497606 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1548.15 100.143783 36.485254 36.485254 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1543.15 100.143962 36.472905 36.472905 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1538.15 100.144146 36.460561 36.460561 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1533.15 100.144009 36.375936 35.903650 0.000000 0.472286 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1528.15 100.143766 36.227983 34.873051 0.000000 1.354931 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1523.15 100.143736 36.084892 33.881359 0.000000 2.203533 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1518.15 100.143894 35.946860 32.928953 0.000000 3.017907 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1513.15 100.144148 35.808719 31.910395 0.000000 3.818930 0.000000 0.000000 0.079394 0.000000 0.000000 
5000.00 1508.15 100.142883 35.587716 29.042918 0.000000 4.913529 0.000000 0.000000 1.631269 0.000000 0.000000 
5000.00 1503.15 100.141438 35.384189 26.347604 0.000000 5.902950 0.000000 0.000000 3.133634 0.000000 0.000000 
5000.00 1498.15 100.139972 35.198631 23.855088 0.000000 6.559773 0.228589 0.000000 4.555182 0.000000 0.000000 
5000.00 1493.15 100.138633 35.030114 21.578533 0.000000 6.627498 0.951737 0.000000 5.872346 0.000000 0.000000 
5000.00 1488.15 100.137429 34.876946 19.529974 0.000000 6.691625 1.595793 0.000000 7.059554 0.000000 0.000000 
5000.00 1483.15 100.136348 34.736434 17.671218 0.000000 6.756422 2.172084 0.000000 8.136711 0.000000 0.000000 
5000.00 1478.15 100.135380 34.606481 15.972207 0.000000 6.823745 2.690855 0.000000 9.119674 0.000000 0.000000 
5000.00 1473.15 100.134514 34.485398 14.408252 0.000000 6.893869 3.161450 0.000000 10.021828 0.000000 0.000000 
5000.00 1468.15 100.133736 34.371874 12.959798 0.000000 6.966258 3.591877 0.000000 10.853941 0.000000 0.000000 
5000.00 1463.15 100.133029 34.264867 11.610838 0.000000 7.039857 3.989039 0.000000 11.625133 0.000000 0.000000 
5000.00 1458.15 100.132369 34.163548 10.347874 0.000000 7.113288 4.358856 0.000000 12.343531 0.000000 0.000000 
5000.00 1453.15 100.131721 34.067267 9.159338 0.000000 7.184951 4.706331 0.000000 13.016648 0.000000 0.000000 
5000.00 1448.15 100.131034 33.975547 8.035458 0.000000 7.253082 5.035596 0.000000 13.651410 0.000000 0.000000 
5000.00 1443.15 100.130246 33.888134 6.969708 0.000000 7.315917 5.349930 0.000000 14.252579 0.000000 0.000000 
5000.00 1438.15 100.129321 33.805254 5.966238 0.000000 7.372428 5.651464 0.000000 14.815124 0.000000 0.000000 
5000.00 1433.15 100.128363 33.727269 5.050123 0.000000 7.425474 5.943199 0.000000 15.305933 0.000000 0.002540 
5000.00 1428.15 100.127666 33.654865 4.264188 0.000000 7.480154 6.227178 0.000000 15.672098 0.000000 0.011246 
5000.00 1423.15 100.127383 33.590718 3.633593 0.000000 7.532940 6.493766 0.000000 15.911143 0.000000 0.019276 
5000.00 1418.15 100.127319 33.533239 3.119087 0.000000 7.580658 6.745948 0.000000 16.060665 0.000000 0.026881 
5000.00 1413.15 100.127225 33.481235 2.686706 0.000000 7.620384 6.985168 0.000000 16.154858 0.000000 0.034119 
5000.00 1408.15 100.126905 33.434288 2.317526 0.000000 7.650580 7.209690 0.000000 16.215569 0.000000 0.040923 
5000.00 1403.15 100.126840 33.379013 1.622606 0.000000 7.920731 7.190717 0.000000 16.448360 0.135179 0.061420 
5000.00 1398.15 100.126237 33.343253 1.213636 0.000000 8.066482 7.196771 0.000000 16.583216 0.210003 0.073145 
5000.00 1393.15 100.125489 33.316859 0.928344 0.000000 8.167814 7.196127 0.000000 16.678994 0.264120 0.081461 
5000.00 1388.15 100.124730 33.296230 0.722240 0.000000 8.241262 7.192514 0.000000 16.747898 0.304682 0.087633 
5000.00 1383.15 100.121928 33.279049 0.455999 0.043937 8.314995 7.126309 0.000000 16.879578 0.360217 0.098014 
5000.00 1378.15 100.114827 33.267435 0.060819 0.150666 8.385250 6.960195 0.000000 17.145656 0.448090 0.116758 
5000.00 1373.15 100.112801 33.260070 0.000000 0.168005 8.387883 6.940558 0.000000 17.183339 0.460507 0.119779 
5000.00 1368.15 100.111886 33.252908 0.000000 0.170313 8.381501 6.948383 0.000000 17.174450 0.458483 0.119779 
5000.00 1363.15 100.110968 33.245738 0.000000 0.172607 8.375331 6.956123 0.000000 17.165494 0.456404 0.119779 
5000.00 1358.15 100.110046 33.238559 0.000000 0.174886 8.369356 6.963802 0.000000 17.156469 0.454267 0.119779 
5000.00 1353.15 100.109121 33.231371 0.000000 0.177149 8.363560 6.971443 0.000000 17.147371 0.452070 0.119779 
5000.00 1348.15 100.108192 33.224173 0.000000 0.179395 8.357926 6.979068 0.000000 17.138197 0.449808 0.119779 
5000.00 1343.15 100.107259 33.216964 0.000000 0.181623 8.352440 6.986698 0.000000 17.128945 0.447479 0.119779 
5000.00 1338.15 100.106323 33.209744 0.000000 0.183833 8.347087 6.994355 0.000000 17.119611 0.445080 0.119779 
5000.00 1333.15 100.105383 33.202512 0.000000 0.186022 8.341853 7.002062 0.000000 17.110190 0.442605 0.119779 
5000.00 1328.15 100.104439 33.195267 0.000000 0.188190 8.336726 7.009839 0.000000 17.100680 0.440052 0.119779 
5000.00 1323.15 100.103491 33.188008 0.000000 0.190335 8.331692 7.017710 0.000000 17.091076 0.437415 0.119779 
5000.00 1318.15 100.102539 33.180734 0.000000 0.192457 8.326738 7.025698 0.000000 17.081374 0.434690 0.119779 
5000.00 1313.15 100.101583 33.173445 0.000000 0.194553 8.321850 7.033825 0.000000 17.071567 0.431870 0.119779 
5000.00 1308.15 100.100622 33.166135 0.000000 0.196623 8.317017 7.042117 0.000000 17.061648 0.428951 0.119779 
5000.00 1303.15 100.099656 33.158759 0.000000 0.198666 8.312223 7.050600 0.000000 17.051567 0.425924 0.119779 
5000.00 1298.15 100.098685 33.151364 0.000000 0.200680 8.307455 7.059301 0.000000 17.041366 0.422784 0.119779 
5000.00 1293.15 100.097523 33.143403 0.000000 0.202572 8.275549 7.073490 0.026278 17.028465 0.417270 0.119779 
5000.00 1288.15 100.095314 33.132365 0.000000 0.203910 8.094501 7.116797 0.197310 17.001021 0.399048 0.119779 
5000.00 1283.15 100.093121 33.121359 0.000000 0.205197 7.920656 7.159041 0.362043 16.973689 0.380954 0.119779 
5000.00 1278.15 100.090946 33.110386 0.000000 0.206435 7.753624 7.200236 0.520837 16.946480 0.362995 0.119779 
5000.00 1273.15 100.088790 33.099450 0.000000 0.207625 7.593052 7.240393 0.674019 16.919407 0.345175 0.119779 
5000.00 1268.15 100.086653 33.088552 0.000000 0.208767 7.438614 7.279526 0.821888 16.892480 0.327498 0.119779 
5000.00 1263.15 100.084535 33.077695 0.000000 0.209863 7.290009 7.317647 0.964717 16.865710 0.309970 0.119779 
5000.00 1258.15 100.082438 33.066881 0.000000 0.210914 7.146960 7.354768 1.102754 16.839110 0.292596 0.119779 
5000.00 1253.15 100.080362 33.056113 0.000000 0.211922 7.009212 7.390901 1.236231 16.812689 0.275379 0.119779 
5000.00 1248.15 100.078308 33.045393 0.000000 0.212886 6.876526 7.426060 1.365358 16.786459 0.258324 0.119779 
5000.00 1243.15 100.076277 33.034723 0.000000 0.213809 6.748681 7.460257 1.490330 16.760431 0.241436 0.119779 
5000.00 1238.15 100.074268 33.024105 0.000000 0.214691 6.625470 7.493503 1.611329 16.734614 0.224719 0.119779 
5000.00 1233.15 100.072284 33.013542 0.000000 0.215534 6.506702 7.525813 1.728521 16.709018 0.208176 0.119779 
5000.00 1228.15 100.070324 33.003036 0.000000 0.216338 6.392194 7.557197 1.842062 16.683654 0.191811 0.119779 
5000.00 1223.15 100.068388 32.992588 0.000000 0.217106 6.281778 7.587670 1.952096 16.658531 0.175629 0.119779 
5000.00 1218.15 100.066479 32.982201 0.000000 0.217836 6.175294 7.617244 2.058759 16.633658 0.159631 0.119779 
5000.00 1213.15 100.064595 32.971876 0.000000 0.218532 6.072591 7.645931 2.162176 16.609044 0.143823 0.119779 
5000.00 1208.15 100.062737 32.961616 0.000000 0.219194 5.973528 7.673744 2.262466 16.584698 0.128206 0.119779 
5000.00 1203.15 100.060907 32.951422 0.000000 0.219823 5.877971 7.700697 2.359739 16.560628 0.112784 0.119779 
5000.00 1198.15 100.059104 32.941296 0.000000 0.220420 5.785792 7.726802 2.454100 16.536843 0.097560 0.119779 
5000.00 1193.15 100.057329 32.931240 0.000000 0.220986 5.696869 7.752073 2.545648 16.513349 0.082536 0.119779 
5000.00 1188.15 100.055582 32.921255 0.000000 0.221522 5.611090 7.776522 2.634474 16.490154 0.067714 0.119779 
5000.00 1183.15 100.053864 32.911342 0.000000 0.222030 5.528342 7.800163 2.720667 16.467264 0.053096 0.119779 
5000.00 1178.15 100.052175 32.901504 0.000000 0.222510 5.448524 7.823009 2.804309 16.444688 0.038685 0.119779 
5000.00 1173.15 100.050515 32.891741 0.000000 0.222964 5.371533 7.845074 2.885479 16.422429 0.024483 0.119779 
5000.00 1168.15 100.048885 32.882054 0.000000 0.223391 5.297276 7.866370 2.964253 16.400495 0.010490 0.119779 
5000.00 1163.15 100.047501 32.873102 0.000000 0.223869 5.246330 7.879146 3.022150 16.381827 0.000000 0.119779 
5000.00 1158.15 100.046814 32.866260 0.000000 0.224569 5.261590 7.867227 3.020506 16.372589 0.000000 0.119779 
5000.00 1153.15 100.046131 32.859427 0.000000 0.225258 5.276614 7.855543 3.018865 16.363370 0.000000 0.119779 
5000.00 1148.15 100.045452 32.852604 0.000000 0.225935 5.291407 7.844089 3.017224 16.354169 0.000000 0.119779 
5000.00 1143.15 100.044775 32.845789 0.000000 0.226601 5.305974 7.832864 3.015584 16.344987 0.000000 0.119779 
