Title: MORB_Gale2013-2

Phase Masses:
Pressure Temperature mass liquid_0 olivine_0 clinopyroxene_0 clinopyroxene_1 clinopyroxene_2 feldspar_0 rhm-oxide_0 whitlockite 
5000.00 1348.15 100.095074 0.000000 0.411010 30.592155 23.762212 0.000000 43.040162 1.937976 0.351559 
5000.00 1343.15 100.094287 0.000000 0.417939 30.563466 23.806025 0.000000 43.023571 1.931727 0.351559 
5000.00 1338.15 100.093498 0.000000 0.424845 30.536076 23.848811 0.000000 43.006862 1.925345 0.351559 
5000.00 1333.15 100.092707 0.000000 0.431726 30.509906 23.890656 0.000000 42.990033 1.918827 0.351559 
5000.00 1328.15 100.091913 0.000000 0.438582 30.484883 23.931642 0.000000 42.973080 1.912166 0.351559 
5000.00 1323.15 100.091117 0.000000 0.445411 30.460939 23.971846 0.000000 42.956003 1.905359 0.351559 
5000.00 1318.15 100.090319 0.000000 0.452210 30.438012 24.011340 0.000000 42.938798 1.898401 0.351559 
5000.00 1313.15 100.089519 0.000000 0.458979 30.416045 24.050190 0.000000 42.921462 1.891284 0.351559 
5000.00 1308.15 100.088716 0.000000 0.465715 30.394983 24.088461 0.000000 42.903994 1.884005 0.351559 
5000.00 1303.15 100.087911 0.000000 0.472419 30.374774 24.126213 0.000000 42.886392 1.876555 0.351559 
5000.00 1298.15 100.087104 0.000000 0.479088 30.355370 24.163503 0.000000 42.868655 1.868929 0.351559 
5000.00 1293.15 100.086295 0.000000 0.485722 30.336727 24.200388 0.000000 42.850780 1.861120 0.351559 
5000.00 1288.15 100.085484 0.000000 0.492318 30.318805 24.236919 0.000000 42.832764 1.853119 0.351559 
5000.00 1283.15 100.084670 0.000000 0.498875 30.301564 24.273150 0.000000 42.814603 1.844919 0.351559 
5000.00 1278.15 100.083854 0.000000 0.505390 30.284969 24.309128 0.000000 42.796295 1.836512 0.351559 
5000.00 1273.15 100.083036 0.000000 0.511863 30.268985 24.344904 0.000000 42.777835 1.827890 0.351559 
5000.00 1268.15 100.082216 0.000000 0.518290 30.253580 24.380524 0.000000 42.759221 1.819041 0.351559 
5000.00 1263.15 100.081393 0.000000 0.524671 30.238724 24.416036 0.000000 42.740447 1.809956 0.351559 
5000.00 1258.15 100.080568 0.000000 0.531003 30.224386 24.451485 0.000000 42.721510 1.800625 0.351559 
5000.00 1253.15 100.079741 0.000000 0.537284 30.210538 24.486919 0.000000 42.702404 1.791036 0.351559 
5000.00 1248.15 100.078911 0.000000 0.543512 30.197155 24.522383 0.000000 42.683126 1.781176 0.351559 
5000.00 1243.15 100.078079 0.000000 0.549685 30.184209 24.557923 0.000000 42.663671 1.771032 0.351559 
5000.00 1238.15 100.077216 0.000000 0.555836 30.160231 24.596075 0.011440 42.643071 1.759004 0.351559 
5000.00 1233.15 100.075188 0.000000 0.563317 29.665905 24.736814 0.494393 42.582397 1.680802 0.351559 
5000.00 1228.15 100.073183 0.000000 0.570607 29.188229 24.874266 0.962906 42.522270 1.603346 0.351559 
5000.00 1223.15 100.071204 0.000000 0.577708 28.726538 25.008473 1.417556 42.462715 1.526655 0.351559 
5000.00 1218.15 100.069251 0.000000 0.584624 28.280205 25.139479 1.858881 42.403756 1.450747 0.351559 
5000.00 1213.15 100.067324 0.000000 0.591358 27.848639 25.267327 2.287384 42.345420 1.375638 0.351559 
5000.00 1208.15 100.065424 0.000000 0.597912 27.431284 25.392058 2.703537 42.287729 1.301345 0.351559 
5000.00 1203.15 100.063552 0.000000 0.604291 27.027614 25.513717 3.107781 42.230707 1.227883 0.351559 
5000.00 1198.15 100.061707 0.000000 0.610498 26.637129 25.632347 3.500532 42.174375 1.155267 0.351559 
5000.00 1193.15 100.059890 0.000000 0.616536 26.259359 25.747990 3.882181 42.118755 1.083510 0.351559 
5000.00 1188.15 100.058102 0.000000 0.622408 25.893853 25.860691 4.253098 42.063867 1.012625 0.351559 
5000.00 1183.15 100.056342 0.000000 0.628119 25.540184 25.970494 4.613632 42.009731 0.942625 0.351559 
5000.00 1178.15 100.054613 0.000000 0.633671 25.197946 26.077441 4.964112 41.956364 0.873519 0.351559 
5000.00 1173.15 100.052912 0.000000 0.639068 24.866750 26.181578 5.304853 41.903785 0.805319 0.351559 
5000.00 1168.15 100.051242 0.000000 0.644313 24.546226 26.282949 5.636151 41.852009 0.738034 0.351559 
5000.00 1163.15 100.049601 0.000000 0.649411 24.236017 26.381598 5.958291 41.801052 0.671672 0.351559 
5000.00 1158.15 100.047992 0.000000 0.654364 23.935786 26.477570 6.271542 41.750929 0.606241 0.351559 
5000.00 1153.15 100.046475 0.371513 0.625290 23.608653 26.609655 6.623201 41.679538 0.528624 0.000000 
5000.00 1148.15 100.044923 0.371284 0.630474 23.328345 26.699521 6.918463 41.631537 0.465299 0.000000 
5000.00 1143.15 100.043402 0.371059 0.635517 23.057058 26.786860 7.205585 41.584402 0.402921 0.000000 
