Title: MORB_Gale2013-2

Phase Masses:
Pressure Temperature mass liquid_0 olivine_0 clinopyroxene_0 clinopyroxene_1 clinopyroxene_2 feldspar_0 rhm-oxide_0 whitlockite 
5000.00 1573.15 100.148453 100.148453 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1568.15 100.148609 100.148609 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1563.15 100.148771 100.148771 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1558.15 100.148939 100.148939 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1553.15 100.149113 100.149113 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1548.15 100.149292 100.149292 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1543.15 100.149478 100.149478 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1538.15 100.148881 97.107735 0.000000 3.041146 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1533.15 100.148539 94.200121 0.000000 5.948418 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1528.15 100.148402 91.402091 0.000000 8.746311 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1523.15 100.148450 88.712579 0.000000 11.435871 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1518.15 100.148671 86.126089 0.000000 14.022582 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1513.15 100.149052 83.636181 0.000000 16.512871 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1508.15 100.148270 77.723133 0.000000 19.667623 0.000000 0.000000 2.757514 0.000000 0.000000 
5000.00 1503.15 100.146854 70.792195 0.000000 22.851894 0.000000 0.000000 6.502765 0.000000 0.000000 
5000.00 1498.15 100.145406 64.409777 0.000000 25.729864 0.000000 0.000000 10.005765 0.000000 0.000000 
5000.00 1493.15 100.143999 58.582609 0.000000 28.329398 0.000000 0.000000 13.231992 0.000000 0.000000 
5000.00 1488.15 100.142729 53.211914 0.000000 28.501695 2.198703 0.000000 16.230418 0.000000 0.000000 
5000.00 1483.15 100.141582 48.325238 0.000000 28.408834 4.458903 0.000000 18.948606 0.000000 0.000000 
5000.00 1478.15 100.140540 43.855954 0.000000 28.353238 6.513292 0.000000 21.418055 0.000000 0.000000 
5000.00 1473.15 100.139592 39.741338 0.000000 28.337490 8.388549 0.000000 23.672214 0.000000 0.000000 
5000.00 1468.15 100.138726 35.932882 0.000000 28.359409 10.109197 0.000000 25.737238 0.000000 0.000000 
5000.00 1463.15 100.137927 32.392419 0.000000 28.413946 11.697289 0.000000 27.634273 0.000000 0.000000 
5000.00 1458.15 100.137176 29.089761 0.000000 28.494405 13.172101 0.000000 29.380910 0.000000 0.000000 
5000.00 1453.15 100.136445 26.001519 0.000000 28.593159 14.549813 0.000000 30.991954 0.000000 0.000000 
5000.00 1448.15 100.135695 23.110434 0.000000 28.701951 15.843303 0.000000 32.480007 0.000000 0.000000 
5000.00 1443.15 100.134872 20.405223 0.000000 28.811947 17.061965 0.000000 33.855737 0.000000 0.000000 
5000.00 1438.15 100.133907 17.881286 0.000000 28.913763 18.211538 0.000000 35.127320 0.000000 0.000000 
5000.00 1433.15 100.132686 15.499363 0.000000 29.004190 19.315971 0.000000 36.299269 0.000000 0.013893 
5000.00 1428.15 100.131172 13.291819 0.000000 29.075692 20.373899 0.000000 37.348211 0.000000 0.041550 
5000.00 1423.15 100.129464 11.364099 0.000000 29.120108 21.349156 0.000000 38.231053 0.000000 0.065048 
5000.00 1418.15 100.127724 9.752723 0.000000 29.146666 22.233327 0.000000 38.909953 0.000000 0.085055 
5000.00 1413.15 100.126064 8.442117 0.000000 29.164370 23.024667 0.000000 39.392460 0.000000 0.102450 
5000.00 1408.15 100.124459 7.376283 0.000000 29.175317 23.728722 0.000000 39.726293 0.000000 0.117844 
5000.00 1403.15 100.122834 6.498635 0.000000 29.178377 24.353403 0.000000 39.960873 0.000000 0.131545 
5000.00 1398.15 100.120926 5.073232 0.000000 29.664861 24.419816 0.000000 40.420465 0.370045 0.172507 
5000.00 1393.15 100.118791 3.978992 0.000000 30.037120 24.395782 0.000000 40.818252 0.683711 0.204934 
5000.00 1388.15 100.116600 3.171064 0.000000 30.285255 24.363316 0.000000 41.145337 0.922701 0.228927 
5000.00 1383.15 100.114438 2.552133 0.000000 30.451816 24.330489 0.000000 41.421599 1.111032 0.247368 
5000.00 1378.15 100.112356 2.063392 0.000000 30.563830 24.301035 0.000000 41.658387 1.263686 0.262027 
5000.00 1373.15 100.110394 1.668486 0.000000 30.639304 24.276497 0.000000 41.861855 1.390219 0.274033 
5000.00 1368.15 100.108050 1.274424 0.037694 30.698922 24.205681 0.000000 42.080940 1.521189 0.289199 
5000.00 1363.15 100.102989 0.604667 0.272282 30.772090 23.865586 0.000000 42.502655 1.758139 0.327570 
5000.00 1358.15 100.098937 0.221567 0.368690 30.714600 23.740154 0.000000 42.828962 1.880745 0.344219 
5000.00 1353.15 100.095858 0.000000 0.404060 30.622229 23.717277 0.000000 43.056636 1.944098 0.351559 
