Title: MORB_Gale2013-1

Phase Volumes:
Pressure Temperature mass V liquid_0 olivine_0 clinopyroxene_0 clinopyroxene_1 clinopyroxene_2 feldspar_0 spinel_0 whitlockite 
5000.00 1413.15 100.172975 33.090234 2.589899 0.000000 10.203519 5.455117 0.000000 14.798002 0.000000 0.043697 
5000.00 1408.15 100.176400 33.032896 2.180651 0.000000 10.246031 5.750367 0.000000 14.803722 0.000000 0.052126 
5000.00 1403.15 100.179495 32.982293 1.835831 0.000000 10.289334 6.003564 0.000000 14.794259 0.000000 0.059306 
5000.00 1398.15 100.179110 32.909720 1.074055 0.214646 10.324754 6.271142 0.000000 14.946346 0.000000 0.078777 
5000.00 1393.15 100.172928 33.002534 0.000000 0.352361 10.750787 4.847154 0.000000 16.275395 0.666535 0.110302 
5000.00 1388.15 100.172374 32.993300 0.000000 0.354834 10.710719 4.904247 0.000000 16.254561 0.658637 0.110302 
5000.00 1383.15 100.171813 32.983961 0.000000 0.357398 10.672615 4.960121 0.000000 16.233124 0.650402 0.110302 
5000.00 1378.15 100.171248 32.974512 0.000000 0.360058 10.636362 5.014922 0.000000 16.211054 0.641814 0.110302 
5000.00 1373.15 100.170675 32.964948 0.000000 0.362822 10.601861 5.068782 0.000000 16.188323 0.632857 0.110302 
5000.00 1368.15 100.170095 32.955263 0.000000 0.365700 10.569022 5.121825 0.000000 16.164901 0.623513 0.110302 
5000.00 1363.15 100.169508 32.945452 0.000000 0.368701 10.537767 5.174160 0.000000 16.140758 0.613764 0.110302 
5000.00 1358.15 100.168910 32.935508 0.000000 0.371835 10.508029 5.225887 0.000000 16.115862 0.603593 0.110302 
5000.00 1353.15 100.168302 32.925427 0.000000 0.375113 10.479748 5.277098 0.000000 16.090185 0.592980 0.110302 
5000.00 1348.15 100.167683 32.915202 0.000000 0.378549 10.452873 5.327871 0.000000 16.063697 0.581910 0.110302 
5000.00 1343.15 100.167050 32.904828 0.000000 0.382155 10.427362 5.378276 0.000000 16.036370 0.570364 0.110302 
5000.00 1338.15 100.166401 32.894301 0.000000 0.385946 10.403178 5.428370 0.000000 16.008179 0.558327 0.110302 
5000.00 1333.15 100.165735 32.883616 0.000000 0.389938 10.380292 5.478197 0.000000 15.979103 0.545784 0.110302 
5000.00 1328.15 100.164959 32.871288 0.000000 0.395106 10.315738 5.531506 0.049226 15.940867 0.528543 0.110302 
5000.00 1323.15 100.163832 32.854382 0.000000 0.403586 10.124434 5.594029 0.246413 15.877179 0.498440 0.110302 
5000.00 1318.15 100.162623 32.837766 0.000000 0.412379 9.946835 5.652601 0.431134 15.815219 0.469296 0.110302 
5000.00 1313.15 100.161331 32.821442 0.000000 0.421491 9.782126 5.707322 0.604103 15.754993 0.441105 0.110302 
5000.00 1308.15 100.159958 32.805406 0.000000 0.430928 9.629537 5.758290 0.765987 15.696502 0.413859 0.110302 
5000.00 1303.15 100.158504 32.789618 0.000000 0.440696 9.488342 5.805607 0.917412 15.639709 0.387550 0.110302 
5000.00 1298.15 100.156970 32.774123 0.000000 0.450799 9.357853 5.849378 1.058968 15.584655 0.362168 0.110302 
5000.00 1293.15 100.155357 32.758919 0.000000 0.461242 9.237415 5.889713 1.191218 15.531331 0.337698 0.110302 
5000.00 1288.15 100.153666 32.744003 0.000000 0.472028 9.126407 5.926724 1.314694 15.479724 0.314124 0.110302 
5000.00 1283.15 100.151899 32.729373 0.000000 0.483160 9.024235 5.960528 1.429904 15.429817 0.291427 0.110302 
5000.00 1278.15 100.150056 32.715024 0.000000 0.494640 8.930335 5.991242 1.537329 15.381588 0.269588 0.110302 
5000.00 1273.15 100.148140 32.700954 0.000000 0.506470 8.844172 6.018984 1.637429 15.335014 0.248583 0.110302 
5000.00 1268.15 100.146152 32.687156 0.000000 0.518649 8.765232 6.043875 1.730643 15.290065 0.228390 0.110302 
5000.00 1263.15 100.144095 32.673625 0.000000 0.531179 8.693029 6.066036 1.817387 15.246709 0.208983 0.110302 
5000.00 1258.15 100.141969 32.660357 0.000000 0.544058 8.627099 6.085589 1.898061 15.204913 0.190335 0.110302 
5000.00 1253.15 100.139778 32.647343 0.000000 0.557283 8.567001 6.102657 1.973044 15.164637 0.172419 0.110302 
5000.00 1248.15 100.137523 32.634578 0.000000 0.570853 8.512316 6.117360 2.042697 15.125843 0.155207 0.110302 
5000.00 1243.15 100.135206 32.622054 0.000000 0.584763 8.462649 6.129818 2.107366 15.088487 0.138669 0.110302 
5000.00 1238.15 100.132831 32.609764 0.000000 0.599009 8.417625 6.140151 2.167376 15.052524 0.122776 0.110302 
5000.00 1233.15 100.130399 32.597699 0.000000 0.613585 8.376890 6.148475 2.223037 15.017911 0.107498 0.110302 
5000.00 1228.15 100.127912 32.585853 0.000000 0.628486 8.340112 6.154906 2.274642 14.984598 0.092807 0.110302 
5000.00 1223.15 100.125374 32.574217 0.000000 0.643703 8.306979 6.159554 2.322467 14.952539 0.078672 0.110302 
5000.00 1218.15 100.122787 32.562782 0.000000 0.659229 8.277198 6.162530 2.366771 14.921685 0.065066 0.110302 
