Title: MORB_Gale2013-1

Phase Masses:
Pressure Temperature mass liquid_0 olivine_0 clinopyroxene_0 clinopyroxene_1 clinopyroxene_2 feldspar_0 spinel_0 whitlockite 
5000.00 1443.15 100.155961 19.302981 0.000000 33.399778 11.096976 0.000000 36.356226 0.000000 0.000000 
5000.00 1438.15 100.157568 16.983674 0.000000 33.486941 12.368423 0.000000 37.318530 0.000000 0.000000 
5000.00 1433.15 100.159794 14.918481 0.000000 33.609495 13.617580 0.000000 38.003196 0.000000 0.011042 
5000.00 1428.15 100.162606 13.011152 0.000000 33.763894 14.892851 0.000000 38.450153 0.000000 0.044556 
5000.00 1423.15 100.165867 11.279974 0.000000 33.937294 16.146556 0.000000 38.724744 0.000000 0.077298 
5000.00 1418.15 100.169392 9.694223 0.000000 34.125860 17.362681 0.000000 38.877612 0.000000 0.109016 
5000.00 1413.15 100.172975 8.256839 0.000000 34.324957 18.507264 0.000000 38.945069 0.000000 0.138846 
5000.00 1408.15 100.176400 6.990390 0.000000 34.527970 19.538780 0.000000 38.953632 0.000000 0.165629 
5000.00 1403.15 100.179495 5.914067 0.000000 34.727028 20.426484 0.000000 38.923475 0.000000 0.188441 
5000.00 1398.15 100.179110 3.475846 0.799745 34.949235 21.388866 0.000000 39.315109 0.000000 0.250309 
5000.00 1393.15 100.172928 0.000000 1.324793 36.075176 16.465183 0.000000 42.878030 3.079266 0.350479 
5000.00 1388.15 100.172374 0.000000 1.334597 35.949648 16.665833 0.000000 42.827711 3.044106 0.350479 
5000.00 1383.15 100.171813 0.000000 1.344749 35.830927 16.862535 0.000000 42.775742 3.007382 0.350479 
5000.00 1378.15 100.171248 0.000000 1.355276 35.718648 17.055783 0.000000 42.722045 2.969016 0.350479 
5000.00 1373.15 100.170675 0.000000 1.366209 35.612487 17.246029 0.000000 42.666543 2.928929 0.350479 
5000.00 1368.15 100.170095 0.000000 1.377580 35.512158 17.433688 0.000000 42.609153 2.887037 0.350479 
5000.00 1363.15 100.169508 0.000000 1.389426 35.417413 17.619139 0.000000 42.549793 2.843257 0.350479 
5000.00 1358.15 100.168910 0.000000 1.401786 35.328036 17.802725 0.000000 42.488381 2.797503 0.350479 
5000.00 1353.15 100.168302 0.000000 1.414704 35.243841 17.984756 0.000000 42.424833 2.749689 0.350479 
5000.00 1348.15 100.167683 0.000000 1.428228 35.164668 18.165507 0.000000 42.359071 2.699730 0.350479 
5000.00 1343.15 100.167050 0.000000 1.442410 35.090384 18.345214 0.000000 42.291019 2.647544 0.350479 
5000.00 1338.15 100.166401 0.000000 1.457305 35.020880 18.524075 0.000000 42.220607 2.593054 0.350479 
5000.00 1333.15 100.165735 0.000000 1.472976 34.956066 18.702244 0.000000 42.147778 2.536193 0.350479 
5000.00 1328.15 100.164959 0.000000 1.493122 34.748858 18.893129 0.171720 42.050016 2.457635 0.350479 
5000.00 1323.15 100.163832 0.000000 1.525854 34.107206 19.117553 0.860068 41.882970 2.319702 0.350479 
5000.00 1318.15 100.162623 0.000000 1.559792 33.511502 19.328604 1.505649 41.720596 2.186001 0.350479 
5000.00 1313.15 100.161331 0.000000 1.594962 32.959010 19.526588 2.110861 41.562915 2.056517 0.350479 
5000.00 1308.15 100.159958 0.000000 1.631387 32.447149 19.711826 2.677958 41.409935 1.931225 0.350479 
5000.00 1303.15 100.158504 0.000000 1.669091 31.973483 19.884637 3.209052 41.261666 1.810096 0.350479 
5000.00 1298.15 100.156970 0.000000 1.708094 31.535704 20.045360 3.706143 41.118103 1.693087 0.350479 
5000.00 1293.15 100.155357 0.000000 1.748415 31.131616 20.194350 4.171133 40.979222 1.580141 0.350479 
5000.00 1288.15 100.153666 0.000000 1.790070 30.759131 20.331977 4.605831 40.844988 1.471190 0.350479 
5000.00 1283.15 100.151899 0.000000 1.833073 30.416263 20.458617 5.011955 40.715355 1.366157 0.350479 
5000.00 1278.15 100.150056 0.000000 1.877434 30.101119 20.574656 5.391147 40.590266 1.264954 0.350479 
5000.00 1273.15 100.148140 0.000000 1.923162 29.811897 20.680488 5.744971 40.469655 1.167488 0.350479 
5000.00 1268.15 100.146152 0.000000 1.970263 29.546879 20.776513 6.074920 40.353445 1.073654 0.350479 
5000.00 1263.15 100.144095 0.000000 2.018737 29.304428 20.863135 6.382423 40.241550 0.983343 0.350479 
5000.00 1258.15 100.141969 0.000000 2.068586 29.082987 20.940760 6.668841 40.133876 0.896440 0.350479 
5000.00 1253.15 100.139778 0.000000 2.119805 28.881077 21.009797 6.935477 40.030322 0.812821 0.350479 
5000.00 1248.15 100.137523 0.000000 2.172386 28.697293 21.070653 7.183570 39.930778 0.732364 0.350479 
5000.00 1243.15 100.135206 0.000000 2.226319 28.530304 21.123735 7.414301 39.835129 0.654938 0.350479 
5000.00 1238.15 100.132831 0.000000 2.281591 28.378851 21.169444 7.628795 39.743257 0.580414 0.350479 
5000.00 1233.15 100.130399 0.000000 2.338185 28.241747 21.208177 7.828115 39.655036 0.508660 0.350479 
5000.00 1228.15 100.127912 0.000000 2.396079 28.117875 21.240321 8.013273 39.570340 0.439546 0.350479 
5000.00 1223.15 100.125374 0.000000 2.455249 28.006187 21.266259 8.185220 39.489039 0.372941 0.350479 
5000.00 1218.15 100.122787 0.000000 2.515669 27.905701 21.286361 8.344854 39.411003 0.308719 0.350479 
