Title: MORB_Gale2013-1

Phase Masses:
Pressure Temperature mass liquid_0 olivine_0 clinopyroxene_0 clinopyroxene_1 clinopyroxene_2 feldspar_0 spinel_0 whitlockite 
5000.00 1573.15 100.154598 100.154598 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1568.15 100.154760 100.154760 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1563.15 100.154929 100.154929 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1558.15 100.155104 100.155104 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1553.15 100.155284 100.155284 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1548.15 100.155471 100.155471 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1543.15 100.155664 100.155664 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1538.15 100.155854 99.893661 0.000000 0.262193 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1533.15 100.156063 96.743058 0.000000 3.413005 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1528.15 100.156481 93.730213 0.000000 6.426268 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1523.15 100.157099 90.842769 0.000000 9.314330 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1518.15 100.157699 87.155918 0.000000 12.278682 0.000000 0.000000 0.723099 0.000000 0.000000 
5000.00 1513.15 100.157410 80.194703 0.000000 15.751994 0.000000 0.000000 4.210714 0.000000 0.000000 
5000.00 1508.15 100.156942 73.679071 0.000000 18.929195 0.000000 0.000000 7.548676 0.000000 0.000000 
5000.00 1503.15 100.156353 67.557797 0.000000 21.851227 0.000000 0.000000 10.747329 0.000000 0.000000 
5000.00 1498.15 100.155706 61.816320 0.000000 24.543013 0.000000 0.000000 13.796372 0.000000 0.000000 
5000.00 1493.15 100.155060 56.454728 0.000000 27.022691 0.000000 0.000000 16.677641 0.000000 0.000000 
5000.00 1488.15 100.154462 51.469374 0.000000 29.308042 0.000000 0.000000 19.377047 0.000000 0.000000 
5000.00 1483.15 100.153944 46.845403 0.000000 31.418408 0.000000 0.000000 21.890134 0.000000 0.000000 
5000.00 1478.15 100.153524 42.558069 0.000000 33.373722 0.000000 0.000000 24.221734 0.000000 0.000000 
5000.00 1473.15 100.153326 38.501815 0.000000 33.724168 1.500676 0.000000 26.426667 0.000000 0.000000 
5000.00 1468.15 100.153315 34.711639 0.000000 33.561563 3.409355 0.000000 28.470757 0.000000 0.000000 
5000.00 1463.15 100.153451 31.179566 0.000000 33.445133 5.173528 0.000000 30.355224 0.000000 0.000000 
5000.00 1458.15 100.153739 27.876553 0.000000 33.372528 6.810220 0.000000 32.094438 0.000000 0.000000 
5000.00 1453.15 100.154199 24.787165 0.000000 33.341405 8.334074 0.000000 33.691555 0.000000 0.000000 
5000.00 1448.15 100.154894 21.917741 0.000000 33.350563 9.758239 0.000000 35.128351 0.000000 0.000000 
